location	Aichi	35.067543	137.334061
location	Andel	51.7851	5.0549
location	Asnières-sur-Seine	48.911508	2.284362
location	Auckland	-36.8314	174.7606
location	Bangkok	13.803139	100.491612
location	Beijing	40.071320	116.406908
location	Berlicum	51.6789	5.4012
location	Blaricum	52.2727	5.2481
location	Boston	42.354750	-71.061299
location	Bourg-en-Bresse	46.206861	5.229144
location	Brasilia	-15.814189	-47.875543
location	Brest	48.398586	-4.493766
location	Brisbane	-27.484246	153.026118
location	Brooklyn	40.6782	-73.9442
location	Budapest	47.482728	19.084269
location	California	36.357039	-119.690182
location	Cardiff	51.476291	-3.178964
location	Chateau-Thierry	49.048053	3.390023
location	Chengdu	30.640989	104.067518
location	Chicago	41.858966	-87.637242
location	Chongqing	29.858721	107.375623
location	Chungcheongnam	36.685948	126.799198
location	Clark County	45.778260	-122.491540
location	Clayton	-37.915200	145.127165
location	Coevorden	52.6614	6.7411
location	Compiègne	49.408175	2.842839
location	Contamines	45.820585	6.727730
location	Cork	51.899	-8.460
location	Crépy en Valois	49.234399	2.888491
location	Crouy en Thelle	49.213817	2.320688
location	Dalen	52.6994	6.7568
location	Dane county	43.0186	-89.5498
location	Dasman	29.386491	47.999895
location	Delft	52.0116	4.3571
location	Derbyshire	53.142893	-1.611670
location	Diemen	52.3390	4.9592
location	Duesseldorf	51.22166	6.75289
location	Eindhoven	51.4416	5.4697
location	England	52.405994	-1.671707
location	Feira de Santana	-12.2598	-38.9675
location	Foshan	23.018766	113.121428
location	Garches	48.8461	2.1887
location	Gennevilliers	48.927444	2.292449
location	Gilgit	35.880589	74.448161
location	Gold Coast	-28.019726	153.398160
location	Grant County	47.163630	-119.524786
location	Grand Princess Cruise Ship	38.308882	-123.779663
location	Guangdong	23.615762	114.483257
location	Guangzhou	23.123972	113.292889
location	Gyeonggi	37.397957	127.380864
location	Haarlem	52.3874	4.6462
location	Hangzhou	30.272732	120.154501
location	Hanoi	21.020191	105.836099
location	Hardinxveld	51.8324	4.8336
location	Hardinxveld Giessendam	51.830196	4.840971
location	Hawali	9.3378	48.0235
location	Hefei	31.806280	117.227234
location	Heinsberg	51.056262	6.113915
location	Heinsberg District	51.0499	6.1163
location	Helmond	51.4793	5.6570
location	Helsinki	60.1698848	24.9384991
location	Hong Kong	22.3964	114.1095
location	Houten	52.0278	5.1630
location	Huaian	33.574586	119.132155
location	Illinois	40.088552	-89.301876
location	Jingzhou	30.350752	112.237294
location	Jönköping	57.777979	14.160453
location	Juvisy-sur-Orge	48.690609	2.377581
location	Kaohsiung	22.622632	120.312435
location	Kathmandu	27.712907	85.323557
location	King County	47.449221	-121.864246
location	Kirkland	47.679486	-122.206354
location	Kunming	25.013024	102.866742
location	Kyoto	35.007542	135.768455
location	La Crosse County	43.8617	-91.1353
location	Leuven	50.880674	4.700109
